Region,ProjectionTitle,Count_ID,ISO2,ISO3,Area_ID,E_Count,Type,Ind_ID,C_Ind_ID,e_cat,AcronymCombined,Acronym,Age,Sex,Other,E_Ind,Time,Value,Rounded,Formatted,Status,Note,Source,Derived,Order_In_Report,Valid,Updated on,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2020,53.33256,53,53,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2020,271.38354,271,                                               271,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2020,7.21,7,                                                 7,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2021,53.92448,54,54,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2021,276.45598,276,                                               276,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2021,6.03,6,                                                 6,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2022,57.49817,57,57,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2022,273.43322,273,                                               273,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2022,6.25,6,                                                 6,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2023,59.93333,60,60,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2023,278.99293,279,                                               279,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2023,7.97,8,                                                 8,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2024,61.35155,61,61,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2024,281.37611,281,                                               281,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2024,5.5,6,                                                 6,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2010,56.9144,57,57,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2010,214.16972,214,                                               214,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2010,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2011,60.40684,60,60,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2011,211.27507,211,                                               211,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2011,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2012,55.24987,55,55,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2012,206.10171,206,                                               206,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2012,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2013,45.99649,46,46,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2013,233.74941,234,                                               234,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2013,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2014,53.10291,53,53,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2014,239.76985,240,                                               240,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2014,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2015,51.9121,52,52,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2015,229.34398,229,                                               229,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2015,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2016,48.26093,48,48,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2016,274.27915,274,                                               274,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2016,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2017,47.69208,48,48,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2017,268.85076,269,                                               269,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2017,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2018,54.74473,55,55,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2018,264.74812,265,                                               265,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2018,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2019,57.83829,58,58,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2019,265.76623,266,                                               266,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2019,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2020,58.42587,58,58,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2020,266.08098,266,                                               266,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2020,20,20,                                                20,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2021,43.46187,43,43,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2021,279.29395,279,                                               279,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2021,20,20,                                                20,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2022,46.11424,46,46,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2022,251.52327,252,                                               252,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2022,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2023,40.79272,41,41,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2023,256.0363,256,                                               256,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2023,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2024,43.12199,43,43,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2024,249.86518,250,                                               250,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,LCA SingleLog+UA_01April2025,662,LC,LCA,/10/2/,Saint Lucia,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2024,10,10,                                                10,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2010,47.98293,48,48,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2010,181.18236,181,                                               181,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2010,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2011,43.98955,44,44,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2011,216.94307,217,                                               217,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2011,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2012,46.6658,47,47,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2012,215.44456,215,                                               215,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2012,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2013,48.75492,49,49,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2013,232.74378,233,                                               233,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2013,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2014,46.08727,46,46,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2014,236.58648,237,                                               237,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2014,2.91,3,                                                 3,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2015,52.04233,52,52,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2015,215.81931,216,                                               216,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2015,2.29,2,                                                 2,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2016,50.4904,50,50,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2016,240.72286,241,                                               241,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2016,1.4,1,                                                 1,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2017,54.50567,55,55,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2017,227.28404,227,                                               227,Published,,,,1233,,5/12/2025 1:06:00 PM,
